Date_Time,Climate Temperature (˚F),Climate Humidity (%Rh),Light Bench 1 Final State (%),Light Bench 2 Final State (%),Light Bench 3 Final State (%),Shade Roof Current Timed Position (%),PAD Vent Shutter Current Timed Position (%),Exhaust Fans VFD Current Timed Position (%),PPF (μmol/s),DLI (mol/m^2*d)
20-11-01 02:00:00,65.4,32.2,0,0,0,0,100,0,,
20-11-01 02:05:00,64.8,32.5,0,0,0,0,100,0,,
20-11-01 02:10:00,65.3,32.5,0,0,0,0,100,0,,
20-11-01 02:15:00,65,32.4,0,0,0,0,100,0,,
20-11-01 02:20:00,64.5,32.9,0,0,0,0,100,0,,
20-11-01 02:25:00,65.2,32.7,0,0,0,0,100,0,,
20-11-01 02:30:00,65,32.7,0,0,0,0,100,0,,
20-11-01 02:35:00,64.7,33,0,0,0,0,100,0,,
20-11-01 02:40:00,65.3,32.8,0,0,0,0,100,0,,
20-11-01 02:45:00,64.9,32.8,0,0,0,0,100,0,,
20-11-01 02:50:00,64.5,33.3,0,0,0,0,100,0,,
20-11-01 02:55:00,65.5,32.9,0,0,0,0,100,0,,
20-11-01 03:00:00,65.1,32.9,0,0,0,0,100,0,,
20-11-01 03:05:00,64.8,33.2,0,0,0,0,100,0,,
20-11-01 03:10:00,65.2,33,0,0,0,0,100,0,,
20-11-01 03:15:00,64.7,33.4,0,0,0,0,100,0,,
20-11-01 03:20:00,65.4,33.2,0,0,0,0,100,0,,
20-11-01 03:25:00,65.6,32.9,0,0,0,0,100,0,,
20-11-01 03:30:00,64.5,33.5,0,0,0,0,100,0,,
20-11-01 03:35:00,65.2,33.7,0,0,0,0,100,0,,
20-11-01 03:40:00,65.8,33.2,0,0,0,0,100,0,,
20-11-01 03:45:00,64.6,33.6,0,0,0,0,100,0,,
20-11-01 03:50:00,64.7,34.1,0,0,0,0,100,0,,
20-11-01 03:55:00,65.8,33.6,0,0,0,0,100,0,,
20-11-01 04:00:00,65.7,33.5,0,0,0,0,100,0,,
20-11-01 04:05:00,65.4,33.7,0,0,0,0,100,0,,
20-11-01 04:10:00,65.7,33.8,0,0,0,0,100,0,,
20-11-01 04:15:00,65.8,33.7,0,0,0,0,100,0,,
20-11-01 04:20:00,65.3,34.1,0,0,0,0,100,0,,
20-11-01 04:25:00,65.1,34.5,0,0,0,0,100,0,,
20-11-01 04:30:00,65.5,34.4,0,0,0,0,100,0,,
20-11-01 04:35:00,65.4,34.5,0,0,0,0,100,0,,
20-11-01 04:40:00,65,35,0,0,0,0,100,0,,
20-11-01 04:45:00,65.1,35.2,0,0,0,0,100,0,,
20-11-01 04:50:00,65.5,35.1,0,0,0,0,100,0,,
20-11-01 04:55:00,65.2,35.3,0,0,0,0,100,0,,
20-11-01 05:00:00,64.8,35.7,0,0,0,0,100,0,,
20-11-01 05:05:00,65.3,35.7,0,0,0,0,100,0,,
20-11-01 05:10:00,65.5,35.6,0,0,0,0,100,0,,
20-11-01 05:15:00,65.1,35.9,0,0,0,0,100,0,,
20-11-01 05:20:00,64.8,36.3,0,0,0,0,100,0,,
20-11-01 05:25:00,65.2,36.3,0,0,0,0,100,0,,
20-11-01 05:30:00,65.3,36.3,0,0,0,0,100,0,,
20-11-01 05:35:00,64.8,36.6,0,0,0,0,100,0,,
20-11-01 05:40:00,64.7,36.9,0,0,0,0,100,0,,
20-11-01 05:45:00,65.4,36.8,0,0,0,0,100,0,,
20-11-01 05:50:00,65.4,36.7,0,0,0,0,100,0,,
20-11-01 05:55:00,64.8,37.1,0,0,0,0,100,0,,
20-11-01 06:00:00,64.7,37.4,0,0,0,0,100,0,,
20-11-01 06:05:00,65.4,37.2,0,0,0,0,100,0,,
20-11-01 06:10:00,65.3,37.2,0,0,0,0,100,0,,
20-11-01 06:15:00,64.9,37.4,0,0,0,0,100,0,,
20-11-01 06:20:00,64.8,37.8,0,0,0,0,100,0,,
20-11-01 06:25:00,65.2,37.6,0,0,0,0,100,0,,
20-11-01 06:30:00,65.2,37.6,0,0,0,0,100,0,,
20-11-01 06:35:00,64.7,38,0,0,0,0,100,0,,
20-11-01 06:40:00,64.8,38.2,0,0,0,0,100,0,,
20-11-01 06:45:00,65.3,37.9,0,0,0,0,100,0,,
20-11-01 06:50:00,65.3,38,0,0,0,0,100,0,,
20-11-01 06:55:00,64.7,38.3,0,0,0,0,100,0,,
20-11-01 07:00:00,64.9,38.5,0,0,0,0,100,0,,
20-11-01 07:05:00,65.5,38.2,0,0,0,0,100,0,,
20-11-01 07:10:00,65.3,38.2,0,0,0,0,100,0,,
